"id","symbol","market_id","category","name"
"128667063","RapaBaoSnakeSkins","3222875648","Peau de serpent Rapa Bao","Rapa Bao Snake Skins"
"128667064","VanayequiRhinoFur","3227289856","Fourrure de cératomorphe de Vanayequi","Vanayequi Ceratomorpha Fur"
"128667065","BastSnakeGin","128086776","Gin de serpent Bast","Bast Snake Gin"
"128667066","ThrutisCream","3226522368","Crème de Thrutis","Thrutis Cream"
"128667067","WulpaHyperboreSystems","3221388032","Système hyperbore Wulpa","Wulpa Hyperbore Systems"
"128667068","AganippeRush","128012800","Rush d'Aganippe","Aganippe Rush"
"128667069","TerraMaterBloodBores","128051466","Plasma sanguin de Terra Mater","Terra Mater Blood Bores"
"128667070","HolvaDuellingBlades","3222713088","Lame de duel de Holva","Holva Duelling Blades"
"128667071","KamorinHistoricWeapons","3221669632","Armes historiques de Kamorin","Kamorin Historic Weapons"
"128667072","GilyaSignatureWeapons","3226857216","Armes personnalisées Gilyanes","Gilya Signature Weapons"
"128667073","DeltaPhoenicisPalms","128045312","Palmiers de Delta Phoenicis","Delta Phoenicis Palms"
"128667074","ToxandjiVirocide","3230258688","Virocide Toxandji","Toxandji Virocide"
"128667075","XiheCompanions","3224133120","Compagnons biomorphiques de Xihe","Xihe Biomorphic Companions"
"128667076","SanumaMEAT","3230331136","Viande ornementale de Sanuma","Sanuma Decorative Meat"
"128667077","EthgrezeTeaBuds","3229524992","Bourgeons de thé d'Ethgreze","Ethgreze Tea Buds"
"128667078","CeremonialHeikeTea","3227417856","Thé de cérémonie de Heike","Ceremonial Heike Tea"
"128667079","TanmarkTranquilTea","128057866","Thé de la tranquillité de Tanmark","Tanmark Tranquil Tea"
"128667080","AZCancriFormula42","3228400128","Formule 42 d'AZ Cancri","AZ Cancri Formula 42"
"128667081","KamitraCigars","3225450752","Cigares de Kamitra","Kamitra Cigars"
"128667082","RusaniOldSmokey","3229255680","Rusani Old Smokey","Rusani Old Smokey"
"128667083","YasoKondiLeaf","3223088640","Feuille de Yaso Kondi","Yaso Kondi Leaf"
"128667084","ChateauDeAegaeon","3228416768","Château Aegaeon","Chateau De Aegaeon"
"128667085","WatersOfShintara","128666762","Eau de Shinrarta","The Waters of Shintara"
"128667668","OphiuchiExinoArtefacts","3228939264","Artefacts Ophiuch Exino","Ophiuch Exino Artefacts"
"128667669","BakedGreebles","3229378560","Greebles cuites","Baked Greebles"
"128667670","CetiAepyornisEgg","3222560256","Œuf d'Aepyornis","Aepyornis Egg"
"128667671","SaxonWine","3227986432","Vin saxon","Saxon Wine"
"128667672","CentauriMegaGin","3228728832","Gin Centauri Mega","Centauri Mega Gin"
"128667673","AnduligaFireWorks","3230243584","Feux d'artifice d'Anduliga","Anduliga Fire Works"
"128667674","BankiAmphibiousLeather","3228346112","Cuir d'amphibien de Banki","Banki Amphibious Leather"
"128667675","CherbonesBloodCrystals","3229594624","Cristaux de sang de Cherbones","Cherbones Blood Crystals"
"128667676","MotronaExperienceJelly","3229750528","Gelée d'expérience de Motrona","Motrona Experience Jelly"
"128667677","GeawenDanceDust","3230954752","Poussière de danse Geawen","Geawen Dance Dust"
"128667678","GerasianGueuzeBeer","3228047360","Gueuze gerasianne","Gerasian Gueuze Beer"
"128667679","HaidneBlackBrew","3226557696","Tisane noire de Haiden","Haiden Black Brew"
"128667680","HavasupaiDreamCatcher","3221438976","Attrape-rêves Havasupai","Havasupai Dream Catcher"
"128667681","BurnhamBileDistillate","3230224384","Distillé bileux de Burnham","Burnham Bile Distillate"
"128667682","HIPOrganophosphates","3227036160","Organophosphates de Hip","HIP Organophosphates"
"128667683","JaradharrePuzzlebox","3230754816","Boîte de jeux de Jaradharre","Jaradharre Puzzle Box"
"128667684","KorroKungPellets","3228726272","Boulettes Koro Kung","Koro Kung Pellets"
"128667685","LFTVoidExtractCoffee","3229028864","Café du néant","Void Extract Coffee"
"128667686","HonestyPills","3229561344","Pilules d'honnêteté","Honesty Pills"
"128667687","NonEuclidianExotanks","3224135424","Vivariums non euclidiens","Non Euclidian Exotanks"
"128667688","LTTHyperSweet","3224166400","Hyper sucre LTT","LTT Hyper Sweet"
"128667689","MechucosHighTea","3228398848","Haut thé de Mechucos","Mechucos High Tea"
"128667690","MedbStarlube","3228762368","Lubrifiant stellaire Medb","Medb Starlube"
"128667691","MokojingBeastFeast","3229612800","Céréanimales de Mokojing","Mokojing Beast Feast"
"128667692","MukusubiiChitinOs","3221719296","Os chitineux de Mukusubii","Mukusubii Chitin-os"
"128667693","MulachiGiantFungus","3228892672","Champignons géants de Mulachi","Mulachi Giant Fungus"
"128667694","NgadandariFireOpals","3226127872","Opales de feu de Ngadandari","Ngadandari Fire Opals"
"128667695","TiegfriesSynthSilk","3227726848","Soie synthétique de Tiegfries","Tiegfries Synth Silk"
"128667696","UzumokuLowGWings","3226474496","Ailes à faible gravité Uzumoku","Uzumoku Low-G Wings"
"128667697","VHerculisBodyRub","3228959232","Lotion de soin V Herculis","V Herculis Body Rub"
"128667698","WheemeteWheatCakes","3225032704","Gâteaux de blé Wheemete","Wheemete Wheat Cakes"
"128667699","VegaSlimWeed","128149240","Algues amincissantes de Vega","Vega Slimweed"
"128667700","AltairianSkin","128151032","Peau d'Altaïr","Altairian Skin"
"128667701","PavonisEarGrubs","128117240","Larves Oreilles de Pavonis","Pavonis Ear Grubs"
"128667702","JotunMookah","128078840","Mookah de Jotun","Jotun Mookah"
"128667703","GiantVerrix","128121336","Verrix géant","Giant Verrix"
"128667704","IndiBourbon","128118520","Bourbon Indi","Indi Bourbon"
"128667705","AroucaConventualSweets","128098040","Bonbons monastiques d'Arouca","Arouca Conventual Sweets"
"128667706","TauriChimes","128134648","Carillons taurins","Tauri Chimes"
"128667707","ZeesszeAntGlue","128125432","Colle de larve de fourmi de Zeessze","Zeessze Ant Grub Glue"
"128667708","PantaaPrayerSticks","3228824064","Bâtonnets d'encens de Panta","Pantaa Prayer Sticks"
"128667709","FujinTea","128134392","Thé de Fujin","Fujin Tea"
"128667710","ChameleonCloth","3223418880","Tissu caméléon","Chameleon Cloth"
"128667711","OrrerianViciousBrew","128166392","Vicieuse d'Orrere","Orrerian Vicious Brew"
"128667712","UszaianTreeGrub","128164856","Larve uszaienne","Uszaian Tree Grub"
"128667713","MomusBogSpaniel","128075256","Épagneul fangeux de Momus","Momus Bog Spaniel"
"128667714","DisoMaCorn","128161016","Ma Corn de Diso","Diso Ma Corn"
"128667715","LeestianEvilJuice","128639992","Leestian Evil Juice","Leestian Evil Juice"
"128667716","BlueMilk","128639992","Lait d'Azure","Azure Milk"
"128667717","AlienEggs","128164088","Œufs antiques","Leathery Eggs"
"128667718","AlyaBodilySoap","3221638400","Savon corporel d'Alya","Alya Body Soap"
"128667719","VidavantianLace","3231082240","Dentelle vidavantienne","Vidavantian Lace"
"128667760","TransgenicOnionHead","128057866","Tête d'oignon lucane","Lucan Onionhead"
"128668017","JaquesQuinentianStill","128667761","Brûlerie quinentienne de Jaques","Jaques Quinentian Still"
"128668018","SoontillRelics","3225348096","Reliques de Soontill","Soontill Relics"
"128671119","Advert1","3227172352","Prototypes de processeurs ultra-compacts","Ultra-Compact Processor Prototypes"
"128672121","TheHuttonMug","3228728832","La tasse Hutton","The Hutton Mug"
"128672122","SothisCrystallineGold","128668557","Or cristallin de Sothis","Sothis Crystalline Gold"
"128672316","MasterChefs","128123640","Spartan-chefs","Master Chefs"
"128672431","PersonalGifts","128081912","Cadeaux personnels","Festive Gifts"
"128672432","CrystallineSpheres","128059402","Sphères cristallines","Crystalline Spheres"
"128672812","OnionHeadA","3226977024","Variété alpha de tête d'oignon","Onionhead Alpha Strain"
"128673069","OnionHeadB","3223027200","Variété bêta de tête d'oignon","Onionhead Beta Strain"
"128682050","GalacticTravelGuide","128673074","Guide de voyage galactique","Galactic Travel Guide"
"128727921","AnimalEffigies","3228463360","Fesh argenté de Crom","Crom Silver Fesh"
"128732551","ShansCharisOrchid","128107768","Orchidée Shan Charis","Shan's Charis Orchid"
"128748428","BuckyballBeerMats","128745551","Sous-bocks Buckyball","Buckyball Beer Mats"
"128793113","HarmaSilverSeaRum","3221575424","Rhum marin Harma Silver","Harma Silver Sea Rum"
"128793114","PlatinumAloy","3223779840","Alliage de platine","Platinum Alloy"
"128913661","Nanomedicines","3226651904","Medicines","Nanomedicines"
"128922524","Duradrives","3223453184","Duradrives","Duradrives"
"128958679","ApaVietii","128958681","Apa Vietii","Apa Vietii"
"129002574","ClassifiedExperimentalEquipment","128986325","Classified Experimental Equipment","Classified Experimental Equipment"
